image_name,predicted_label,confidence,SCORE,
0_frame_6.jpg,related_to_flood,0.9550477266311646,TP,
101_frame_3.jpg,not_related_to_flood,0.0016014431603252888,TN,
103_frame_3.jpg,not_related_to_flood,0.3886626362800598,TN,
108_frame_4.jpg,related_to_flood,0.5280253291130066,FP,
108_frame_7.jpg,related_to_flood,0.9507747888565063,TP,
109_frame_31.jpg,not_related_to_flood,0.2596648335456848,FN,
114_frame_13.jpg,related_to_flood,0.8904630541801453,FP,
116_frame_8.jpg,not_related_to_flood,0.02820521965622902,FN,
118_frame_12.jpg,related_to_flood,0.9915754199028015,TP,
12_frame_11.jpg,related_to_flood,0.6498942971229553,FP,
120_frame_44.jpg,related_to_flood,0.855036199092865,TP,
120_frame_53.jpg,related_to_flood,0.5409249663352966,TP,
121_frame_38.jpg,not_related_to_flood,0.00066035968484357,TN,
123_frame_4.jpg,related_to_flood,0.8647895455360413,TP,
126_frame_35.jpg,related_to_flood,0.6015147566795349,TP,
127_frame_33.jpg,related_to_flood,0.9245927333831787,TP,
127_frame_4.jpg,related_to_flood,0.995614767074585,TP,
127_frame_45.jpg,not_related_to_flood,0.3226016163825989,FN,
127_frame_87.jpg,related_to_flood,0.990646481513977,TP,
130_frame_13.jpg,not_related_to_flood,0.06815898418426514,FN,
136_frame_1.jpg,related_to_flood,0.996442973613739,TP,
139_frame_11.jpg,related_to_flood,0.6460131406784058,TP,
14_frame_15.jpg,related_to_flood,0.9809163212776184,TP,
14_frame_17.jpg,related_to_flood,0.9848408102989197,TP,
147_frame_0.jpg,related_to_flood,0.9981489181518555,TP,
147_frame_37.jpg,related_to_flood,0.9921557903289795,TP,
148_frame_49.jpg,not_related_to_flood,0.08686719089746475,FN,*
150_frame_0.jpg,related_to_flood,0.9586278200149536,TP,
150_frame_25.jpg,related_to_flood,0.999955415725708,TP,
151_frame_25.jpg,related_to_flood,0.9925400614738464,TP,
151_frame_38.jpg,not_related_to_flood,0.32752692699432373,TP,
152_frame_34.jpg,not_related_to_flood,0.05860445648431778,TN,
152_frame_49.jpg,not_related_to_flood,0.10406088083982468,TN,
152_frame_68.jpg,not_related_to_flood,0.05011487007141113,TN,
152_frame_97.jpg,not_related_to_flood,0.11575804650783539,TN,
153_frame_200.jpg,related_to_flood,0.9997674822807312,TP,
154_frame_10.jpg,related_to_flood,0.9560753703117371,TP,
154_frame_44.jpg,related_to_flood,0.9954764246940613,TP,
158_frame_22.jpg,not_related_to_flood,0.2418176531791687,TN,
160_frame_0.jpg,not_related_to_flood,0.005591592751443386,TN,
160_frame_38.jpg,not_related_to_flood,0.010516633279621601,TN,
160_frame_51.jpg,not_related_to_flood,0.0369846373796463,TN,
169_frame_0.jpg,related_to_flood,0.9042819142341614,TP,
170_frame_13.jpg,not_related_to_flood,0.018567414954304695,TN,
170_frame_4.jpg,not_related_to_flood,0.010882768779993057,TN,
176_frame_5.jpg,related_to_flood,0.58269864320755,TP,
177_frame_37.jpg,not_related_to_flood,0.46200478076934814,TN,
177_frame_48.jpg,related_to_flood,0.8060373663902283,TP,
178_frame_27.jpg,not_related_to_flood,0.254340261220932,TN,
179_frame_22.jpg,related_to_flood,0.9445350170135498,TP,
180_frame_14.jpg,related_to_flood,0.5604655146598816,FP,
182_frame_24.jpg,related_to_flood,0.9992048144340515,TP,
182_frame_36.jpg,related_to_flood,0.8605310320854187,TP,
182_frame_44.jpg,related_to_flood,0.9992406368255615,TP,
185_frame_32.jpg,related_to_flood,0.7737332582473755,FP,*
187_frame_18.jpg,related_to_flood,0.9302147626876831,TP,
188_frame_31.jpg,related_to_flood,0.9982923865318298,TP,
189_frame_7.jpg,not_related_to_flood,0.025916974991559982,TN,
192_frame_135.jpg,related_to_flood,0.9995476603507996,TP,
192_frame_15.jpg,related_to_flood,0.8343946933746338,TP,
192_frame_26.jpg,related_to_flood,0.6155437231063843,TP,
192_frame_82.jpg,related_to_flood,0.9758356213569641,TP,
192_frame_84.jpg,related_to_flood,0.998765230178833,TP,
193_frame_12.jpg,related_to_flood,0.7466862201690674,TP,
197_frame_31.jpg,related_to_flood,0.9893434047698975,TP,
198_frame_116.jpg,not_related_to_flood,0.4365760385990143,TN,
198_frame_157.jpg,not_related_to_flood,0.14832304418087006,TN,
198_frame_165.jpg,not_related_to_flood,0.37982842326164246,TN,
198_frame_208.jpg,related_to_flood,0.7781917452812195,FP,
198_frame_246.jpg,related_to_flood,0.8448724746704102,FP,*
198_frame_92.jpg,related_to_flood,0.6865269541740417,FP,
201_frame_1.jpg,related_to_flood,0.8105564117431641,TP,
201_frame_21.jpg,related_to_flood,0.9602537751197815,TP,
201_frame_7.jpg,related_to_flood,0.6960147619247437,TP,
205_frame_11.jpg,not_related_to_flood,0.00173899345099926,TN,
206_frame_13.jpg,related_to_flood,0.9941450953483582,TP,
207_frame_53.jpg,related_to_flood,0.9976882934570312,TP,
208_frame_60.jpg,not_related_to_flood,0.11490686982870102,TN,
209_frame_0.jpg,not_related_to_flood,0.3827228546142578,TN,
21_frame_19.jpg,not_related_to_flood,0.21535712480545044,TN,
219_frame_12.jpg,related_to_flood,0.9850522875785828,TP,
219_frame_32.jpg,related_to_flood,0.9869402050971985,TP,
221_frame_13.jpg,related_to_flood,0.7334405779838562,TP,*
225_frame_1.jpg,related_to_flood,0.9994076490402222,TP,
225_frame_25.jpg,related_to_flood,0.9961517453193665,TP,
226_frame_27.jpg,related_to_flood,0.710512638092041,TP,
226_frame_28.jpg,related_to_flood,0.9201863408088684,TP,
226_frame_6.jpg,not_related_to_flood,0.48180633783340454,FN,
227_frame_10.jpg,related_to_flood,0.6071372032165527,FP,
23_frame_1.jpg,related_to_flood,0.7398146986961365,FP,
231_frame_116.jpg,related_to_flood,0.5573921203613281,TP,
231_frame_122.jpg,related_to_flood,0.8237473368644714,TP,
231_frame_241.jpg,related_to_flood,0.6925306916236877,FP,*
231_frame_260.jpg,not_related_to_flood,0.19157952070236206,TN,*
231_frame_29.jpg,related_to_flood,0.8297550678253174,TP,
233_frame_14.jpg,related_to_flood,0.9867404103279114,TP,
234_frame_21.jpg,related_to_flood,0.5971430540084839,FP,
237_frame_1.jpg,related_to_flood,0.9833104014396667,TP,
24_frame_12.jpg,related_to_flood,0.6696279644966125,FP,
24_frame_29.jpg,related_to_flood,0.7587774395942688,FP,
24_frame_30.jpg,related_to_flood,0.9237284660339355,FP,
29_frame_26.jpg,not_related_to_flood,0.008115364238619804,TN,
3_frame_27.jpg,related_to_flood,0.809145987033844,TP,
3_frame_29.jpg,related_to_flood,0.684146523475647,TP,
30_frame_37.jpg,not_related_to_flood,0.008056098595261574,TN,
